0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
1,2
1,1
1,6
1,8
9,10
9,11
9,12
9,13
9,14
9,15
9,16
9,17
9,18
9,9
9,19
9,20
9,21
9,22
9,23
9,24
9,25
9,26
9,27
9,28
9,29
9,30
9,31
9,32
9,33
9,34
9,35
9,36
9,37
9,38
9,39
9,40
9,41
9,42
10,12
10,10
10,11
10,13
10,43
10,44
10,45
10,46
10,39
10,47
10,48
10,17
10,15
10,18
10,49
10,50
10,51
10,52
10,53
10,54
10,55
10,56
10,22
10,23
10,24
10,25
10,26
10,28
10,29
10,57
10,58
10,59
10,60
10,61
10,62
10,63
10,64
10,65
10,66
10,67
10,68
10,69
10,70
10,71
10,72
10,73
10,74
10,75
10,76
10,77
10,78
10,79
10,80
10,81
10,82
10,83
10,84
10,85
10,86
10,87
10,88
10,89
10,90
10,91
10,92
10,93
10,94
10,95
10,96
10,97
10,98
10,99
10,100
10,101
10,102
10,103
10,104
10,105
10,106
10,107
10,108
10,109
10,110
10,111
10,112
10,113
10,114
10,115
10,116
10,117
10,118
10,119
10,120
10,121
10,122
10,123
10,124
10,125
10,126
10,127
10,128
10,129
10,130
10,131
10,132
10,21
10,133
10,134
10,135
10,136
10,137
10,138
10,139
10,140
10,141
10,142
10,30
10,143
10,2
10,144
10,145
10,146
10,147
10,148
10,149
10,150
10,151
10,42
10,152
10,153
10,154
10,155
10,156
10,157
10,158
10,159
10,160
10,161
10,162
10,163
10,164
10,165
10,166
10,167
10,168
10,169
10,170
10,171
10,172
10,173
10,174
10,175
10,176
10,177
10,178
10,179
10,180
10,181
10,182
10,183
10,184
10,185
10,186
10,187
10,188
10,189
10,190
10,191
10,192
10,193
10,194
10,195
10,196
10,197
10,198
10,6
10,199
10,200
10,201
10,202
10,203
10,204
10,205
10,206
10,207
10,208
10,209
10,210
10,211
10,212
10,213
10,214
10,215
10,216
10,217
10,218
10,219
10,220
10,221
10,222
10,223
10,224
10,225
10,226
10,227
10,228
10,229
10,230
10,231
10,232
10,233
10,234
10,235
10,236
10,237
10,238
10,239
10,240
10,241
10,242
10,243
10,244
10,245
10,246
10,247
10,248
10,249
10,250
10,251
10,252
10,253
10,254
10,255
10,256
10,257
10,258
10,259
10,260
10,261
10,262
10,263
10,264
10,265
10,266
10,267
10,268
10,269
10,270
10,40
10,271
10,272
10,273
10,274
10,275
10,3
10,276
10,277
10,278
10,279
10,280
10,281
10,282
10,283
10,7
10,284
10,285
10,286
10,287
10,288
10,289
10,290
10,291
10,20
10,292
10,293
10,294
10,295
10,296
10,297
10,298
10,299
10,300
10,301
10,302
10,303
10,304
10,305
10,306
10,307
10,308
10,309
10,310
10,311
10,312
10,313
10,314
10,315
10,316
10,317
10,318
10,319
10,320
10,321
10,322
10,323
10,324
10,325
10,326
10,327
10,328
10,329
10,330
10,331
10,332
10,333
10,334
10,335
10,336
10,337
10,338
10,339
10,340
10,341
10,342
10,343
10,344
10,345
10,346
10,347
10,348
10,349
10,350
10,351
10,352
10,353
10,354
10,355
10,356
10,357
10,358
10,359
10,360
10,361
10,362
10,363
10,364
10,365
10,366
10,367
10,368
10,369
10,370
10,371
10,372
10,373
10,374
10,375
10,376
10,377
10,378
10,379
10,380
10,381
10,382
10,383
10,384
10,385
10,386
10,387
10,388
10,389
10,390
10,391
10,392
10,393
10,394
10,395
10,396
10,397
10,398
10,399
10,400
10,401
10,402
10,403
10,404
10,405
10,406
10,407
10,408
10,409
10,32
10,410
10,411
10,412
10,413
10,414
10,415
10,416
10,417
10,418
10,419
10,420
10,421
10,422
10,423
10,424
10,425
10,4
10,426
10,427
10,428
10,429
10,430
10,431
10,432
10,433
10,434
10,435
10,436
10,437
10,438
10,439
10,440
10,441
10,442
10,443
10,444
10,445
10,446
10,447
10,448
10,449
10,450
10,451
10,452
10,453
10,454
10,455
10,456
10,457
10,33
10,458
10,459
10,460
10,461
10,34
10,35
10,462
10,36
10,463
10,464
10,465
10,466
10,37
10,38
10,467
10,468
10,469
10,470
10,471
10,472
10,473
10,474
10,475
10,476
10,477
10,478
10,479
10,480
10,481
10,482
10,483
10,484
10,485
10,486
10,487
10,488
10,489
10,490
10,491
10,492
10,493
10,494
10,495
10,496
10,497
10,498
10,499
10,500
10,501
10,502
10,503
10,504
10,505
10,506
10,41
10,507
10,508
11,12
11,17
11,15
11,18
11,22
11,24
11,25
11,26
11,28
11,27
11,29
11,459
11,350
11,458
11,378
11,509
11,510
11,259
11,399
11,252
11,33
11,34
11,35
11,36
11,37
11,38
11,39
11,40
11,41
11,42
12,12
12,13
12,15
12,17
12,18
12,22
12,24
12,25
12,26
12,28
12,29
12,126
12,134
12,127
12,200
12,511
12,512
12,513
12,343
12,514
12,438
13,22
13,24
13,15
13,25
13,26
13,28
13,29
13,515
13,104
13,516
13,517
13,518
13,519
13,336
13,244
13,155
13,330
13,110
13,520
13,521
13,522
13,523
13,490
13,524
13,525
13,526
13,527
13,528
13,480
13,335
13,529
13,530
13,159
13,97
13,75
13,250
13,472
13,531
13,49
13,532
13,533
13,534
13,535
13,226
13,260
13,536
13,537
13,218
13,254
13,538
13,39
13,539
13,540
13,454
13,21
13,541
13,542
13,543
13,544
13,545
13,84
13,546
13,342
13,547
13,131
13,548
13,549
13,489
13,550
13,232
13,455
13,551
13,213
13,552
13,553
13,320
13,483
13,554
13,555
13,556
13,557
13,278
13,168
13,464
13,267
13,332
13,558
13,559
13,150
13,560
13,561
13,562
13,563
13,564
13,111
13,565
13,566
13,567
13,568
13,569
13,570
13,408
13,571
13,300
13,572
13,573
13,350
13,149
13,174
13,574
13,575
13,576
13,577
13,18
13,578
13,579
13,580
13,156
13,139
13,581
13,582
13,506
13,502
13,583
13,584
13,511
13,248
13,585
13,586
13,258
13,587
13,588
13,144
13,374
13,589
13,173
13,590
13,591
13,592
13,429
13,593
13,252
13,594
13,137
13,595
13,262
13,126
13,596
13,281
13,597
13,598
13,176
13,599
13,20
13,600
13,601
13,602
13,465
13,283
13,603
13,327
13,604
13,2
13,166
13,605
13,120
13,453
13,606
13,607
13,445
13,608
13,609
13,610
13,611
13,612
13,463
13,27
13,613
13,614
13,310
13,615
13,616
13,617
13,618
13,487
13,619
13,620
13,621
13,622
13,298
13,623
13,443
13,624
13,625
13,427
13,626
13,377
13,627
13,79
13,387
13,190
13,514
13,222
13,628
13,415
13,629
13,630
13,296
13,631
13,632
13,633
13,634
13,635
13,636
13,637
13,638
13,639
13,640
13,184
13,641
13,255
13,220
13,308
13,169
13,642
13,643
13,644
13,645
13,646
13,647
13,462
13,648
13,649
13,227
13,315
13,290
13,317
13,650
13,651
13,652
13,653
13,654
13,211
13,67
13,655
13,656
13,305
13,233
13,180
13,321
13,657
13,270
13,658
13,61
13,3
13,659
13,660
13,661
13,662
13,663
13,664
13,665
13,666
13,326
13,74
13,667
13,146
13,668
13,277
13,669
13,670
13,671
13,672
13,673
13,674
13,675
13,124
13,340
13,55
13,450
