,node,timestamp,dataset,opt,opt1,neighbors,opChange,orientation,neighborsOps,error,estOp,openMindedness,nactiveint
10,0a020d026f54555c5e49,0,euro2020,0.4388888888888889,0.3333333333333333,"['6b795e4952414152', '774e585257575a765a48525552', '6b49545d785a564b5a5c555a', '7a6e55524d5e49485a575e', '6d524d525a555a7f5e485254', '775257525a555a7a49565a4f54', '7d695a55585e4850546b7a495248', '777c565a495a555c5455', '6475525854646b52495464', '765248486b5a5552430a0f', '6f5241525a555a7d5e49495a495254', '495256565e57030803080c0d0c0a']",-0.10555555555555557,Moderate,"[0.4166666666666667, 0.4761904761904762, 0.5, 0.34920634920634924, 0.34795321637426896, 0.3333333333333333, 0.3181818181818182, 0.2916666666666667, 0.75, 0.0, 1.0, 1.0]",0.004159961931343548,0.33749329526467686,0.12070707070707071,1
11,0a020e02644c5257565a,0,euro2020,0.4166666666666667,0.5,['765248486b5a5552430a0f'],0.08333333333333331,Moderate,[0.75],0.08333333333333331,0.4166666666666667,0.0,0
12,0a020f030f030208,0,euro2020,1.0,0.6666666666666666,['7c5254495c5254575a4b54494f5a'],-0.33333333333333337,Republican,[1.0],0.33333333333333337,1.0,0.0,0
13,0a02565a495255540c0f,0,euro2020,0.75,0.0,['61615257525a5552'],-0.75,Republican,[0.4444444444444444],0.5972222222222222,0.5972222222222222,0.3055555555555556,0
14,0a08565a4952030a,0,euro2020,0.3333333333333333,0.3333333333333333,"['7a57595e494f54775e4f5241525a09', '6d5255585e5541547652575a5552', '0a08565a4952030a']",0.0,Democrat,"[0.3333333333333333, 0.3333333333333333, 0.2716049382716049]",0.0,0.3333333333333333,0.0,0
15,0a0c7e5554565248,0,euro2020,1.0,0.7777777777777778,"['5d495a4f544f54575409', '7a49565455525448527a58585e554f', '765a4941525a6476']",-0.2222222222222222,Republican,"[1.0, 1.0, 0.9]",0.17222222222222217,0.95,0.09999999999999998,0
16,0a0e0a0a565a4352,0,euro2020,0.0,0.3333333333333333,['7a57595e494f54775e4f5241525a09'],0.3333333333333333,Democrat,[0.3333333333333333],0.16666666666666666,0.16666666666666666,0.3333333333333333,1
17,0a48545754585a4b524f5a55,0,euro2020,1.0,0.6666666666666666,"['5d495a4f544f54575409', '7a575e48485a555f4954647a565a5f', '6b4954595a595257565e554f5e72']",-0.33333333333333337,Republican,"[0.9, 0.9, 0.8333333333333334]",0.21250000000000002,0.8791666666666667,0.16666666666666663,0
18,0a4f5a570a5a570a5908495a,0,euro2020,1.0,1.0,"['5d495a4f544f54575409', '595e554a645a554f54555254']",0.0,Republican,"[1.0, 0.9]",0.0,1.0,0.0,0
19,0a765a4941525a09,0,euro2020,1.0,1.0,"['5e4f5e495e5a645e4f5e495e5a', '785a494b5a555e485e6852574d5a0a', '5a4f4f52575a48584e54575a', '5e575e555a645e57555649570a0e', '6f5455525a4b5a4f4f42', '785a4957544f4f5a765a4958535e0c', '687d646977647d5e5a4f4e4952555c', '695e55415478525a5558535e4f4f52', '6d5a575e554f52555a76525a0a0d', '090b0a0f7654555a5854', '7f5a4d525f5e74595e494f5a', '5852554152544f4f5a0c08', '7e5752415a595e4f53695a4d5a5c0a', '5652505e02020803', '48485a59495258535a555f495a0d', '52574b5a41525e554f5e415e4954']",0.0,Republican,"[1.0, 0.9434343434343434, 0.9, 0.8824289405684755, 0.8796296296296297, 0.8638888888888889, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8263888888888888, 0.7982456140350878, 0.7833333333333333, 0.7777777777777778, 0.75, 0.5555555555555556]",0.0,1.0,0.0,0
20,0a7c6974686872,0,euro2020,1.0,0.9166666666666666,"['7c525a55565a49090d0a0f0e020a0c', '7c5254495c5254575a4b54494f5a', '5f54574e5858525a0a0d', '49545f5854484f5a50524c52']",-0.08333333333333337,Republican,"[1.0, 1.0, 0.9313725490196078, 0.75]",0.04901960784313719,0.9656862745098038,0.06862745098039225,0
21,0b0b0c6d5255585e554f434343,0,euro2020,0.3333333333333333,0.5,['5d5a554b5a5c5e'],0.16666666666666669,Democrat,[0.3666666666666667],0.15000000000000002,0.35,0.03333333333333338,0
22,0b0f785a49565e55090b,0,euro2020,1.0,0.8333333333333334,"['776b525558525a', '75525854575a09080f0e0809030c', '57524e506976', '5a4f4f52575a48584e54575a', '4858525a554f54505e4858525a', '4f52595e496453', '7e49565a5555547c524e485e4b4b5e', '765a49525a555c0f0c0d0a0f090903', '565a49525a575e4f5241525a565a02', '5456594942485a55', '7d495a55585e480b0a0c0a020f0a09', '565e5752555a584e5c57525a4952', '565a49525457525554585a57585255', '765a494f52555a020e0a020b0d0e02', '575a4b525e494b525e4952555a', '78575a4e5f545808', '7d495a55585e48090e0e0e0a0d0908', '765a4950647f527f54555a4f54030f']",-0.16666666666666663,Republican,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.9761904761904763, 0.9411764705882352, 0.888888888888889, 0.8777777777777778, 0.875, 0.8733333333333334, 0.8725490196078431, 0.8333333333333334, 0.8333333333333334, 0.8263888888888888, 0.8151340996168582, 0.7954545454545454, 0.6166666666666667]",0.0019569364204014006,0.8352902697537348,0.17361111111111116,0
23,0c085f5e4d5a0c08,0,euro2020,0.888888888888889,1.0,"['7c525a55565a49090d0a0f0e020a0c', '575257525a495a5c555a49', '6b795e4952414152', '7d495a55585e48585a5e5d5d5e08', '58575a4e5f525464090b0909', '4949525854645e', '4f52595e496453', '5c5a59495257575a485a494f5209', '724f5a5752585a6f5e484f4e5f54', '685455525a775a6d5e495a', '5456594942485a55', '575e54555e565a4858535254', '5f54574e5858525a0a0d', '7d5a5949426c495a4f53', '775a55585e0e0908020a0f0a09', '64037f5e5954495a64', '6b5e49575a0a020c0808020a0c', '584952484f525a555a575a41', '0c085f5e4d5a0c08', '5a555f5d495a555853525552', '6d524d525a555a6b0a0e0a0a', '7856564208', '524f5a57525a555e57584e54495e08', '70090c0f030d080d0b0a', '624e514e564e4153', '7e5d52485254080a090e0a030e02', '51544b495a4f5243']",0.11111111111111105,Republican,"[0.888888888888889, 0.888888888888889, 0.8602150537634409, 0.8587962962962963, 0.9313725490196078, 0.9333333333333332, 0.9333333333333332, 0.9393939393939394, 0.9411764705882352, 0.9444444444444443, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.8333333333333334, 0.823529411764706, 0.8229166666666666, 0.8181818181818182, 0.8166666666666668, 0.9629629629629629, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.4166666666666667, 0.3333333333333333]",0.05433024687620158,0.9456697531237984,0.11111111111111105,0
24,0c087449575a555f540c08,0,euro2020,0.6666666666666666,0.6666666666666666,['765a49585e6d5a5555'],0.0,Republican,[0.75],0.0,0.6666666666666666,0.0,0
25,0c0a5754585a4f5e575752,0,euro2020,0.3333333333333333,0.3333333333333333,['765a4f4f5203765a4f4f52555a'],0.0,Democrat,[0.3888888888888889],0.0,0.3333333333333333,0.0,0
26,0c0a7854554f52,0,euro2020,1.0,0.6666666666666666,"['7c525a55565a49090d0a0f0e020a0c', '5d495a4f544f54575409', '7c5254495c5254575a4b54494f5a']",-0.33333333333333337,Republican,"[1.0, 0.9313725490196078, 0.9]",0.26617647058823535,0.932843137254902,0.09999999999999998,0
27,0c0e775e4f0a,0,euro2020,0.5555555555555556,0.5,"['7c525a55565a49090d0a0f0e020a0c', '5d495a4f544f54575409']",-0.05555555555555558,Moderate,"[0.9, 0.9313725490196078]",0.05555555555555558,0.5555555555555556,0.0,0
28,0c0e7c52555542,0,euro2020,1.0,1.0,"['7c525a55565a49090d0a0f0e020a0c', '5852554152544f4f5a0c08']",0.0,Republican,"[0.9313725490196078, 0.8796296296296297]",0.0,1.0,0.0,0
29,0c0f64585a4b4b5e,0,euro2020,0.3333333333333333,1.0,"['7c4e5a495f525a6b54484f5a575e', '7e485e4958524f5478494e58525a55']",0.6666666666666667,Democrat,"[0.3333333333333333, 0.6296296296296297]",0.5185185185185185,0.4814814814814815,0.29629629629629634,0
30,0c565a4951,0,euro2020,0.5,0.3333333333333333,"['495e5f495459420e', '7f5e5e497e4c5a55']",-0.16666666666666669,Moderate,"[0.5, 0.11111111111111109]",0.02777777777777779,0.3055555555555555,0.3888888888888889,1
31,0c57540d0d,0,euro2020,0.5,1.0,['6b5e4f5e4964724f5a5742'],0.5,Moderate,[0.6666666666666666],0.41666666666666674,0.5833333333333333,0.16666666666666663,0
32,0d097a55555a565a585a574e4854,0,euro2020,0.0,0.3333333333333333,"['6b795e4952414152', '6d524d525a555a7f5e485254']",0.3333333333333333,Democrat,"[0.3333333333333333, 0.34920634920634924]",0.07539682539682535,0.25793650793650796,0.34920634920634924,2
33,0d0b6458575a,0,euro2020,0.37878787878787873,0.3333333333333333,"['615e4f5a49525854495f52', '6b795e4952414152', '774e585257575a765a48525552', '685a4f52495a4b4f4e48', '7a57595e494f54775e4f5241525a09', '6d524d525a555a7f5e485254', '7652484e495e5757520c0c', '775a6b4952565a765a5552555a', '4d525c555e4f4f52484f52']",-0.045454545454545414,Democrat,"[0.3666666666666667, 0.34920634920634924, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3181818181818182, 0.4444444444444444, 0.5, 0.0]",0.0034541847041847373,0.33678751803751805,0.045454545454545414,1
34,0d0e644d5249555a,0,euro2020,1.0,0.6666666666666666,"['7c525a55565a49090d0a0f0e020a0c', '415f5e555c54', '4b5455415464574e58525a5554', '5c5a59495257575a485a494f5209', '4b5a5457544956090b0a09']",-0.33333333333333337,Republican,"[0.9444444444444443, 0.9313725490196078, 0.5, 0.3333333333333333, 0.3333333333333333]",0.05923202614379086,0.7258986928104575,0.5,3
35,0d0f6f5354565a,0,euro2020,0.8666666666666667,0.5,"['717d685e595a484f525a550a0f0d', '7e485e4958524f5478494e58525a55', '7f5a4d525f6e5f5a575e', '7c5254495c5254575a4b54494f5a', '565a5c52585a7c49565e554f5e0909', '78575a4e5f525e02090908', '765a4941525a6476']",-0.3666666666666667,Republican,"[0.9545454545454545, 1.0, 1.0, 1.0, 0.3751984126984127, 0.36074074074074075, 0.3333333333333333]",0.021376412938912903,0.5213764129389129,0.5059259259259259,3
36,0e0b0a644f544f,0,euro2020,0.16666666666666666,0.3055555555555555,"['5c5252575f5a5c5254', '6b49545d785a564b5a5c555a', '565a4e495459525a5552', '765a49525a55547f5e785a4957540a']",0.13888888888888887,Democrat,"[0.2280701754385965, 0.0, 0.3333333333333333, 0.3333333333333333]",0.030884502923976598,0.2746710526315789,0.16666666666666666,1
37,0f0b0864484b5a494f5a55,0,euro2020,0.888888888888889,0.7777777777777778,"['7c525a55565a49090d0a0f0e020a0c', '5d495a4f544f54575409', '4954565a4f5449525554', '685455547f5e484f4954', '7a575e48485a550a02090c0f0e0a0a', '0f6f58535a4f', '695258585a495f54020e0c']",-0.11111111111111116,Republican,"[0.9, 0.9313725490196078, 1.0, 1.0, 0.7222222222222222, 0.5, 0.4953703703703704]",0.07244689542483662,0.8502246732026144,0.16666666666666674,0
38,0f0e5a584b51545e,0,euro2020,0.3333333333333333,0.5444444444444444,"['5d5a59495241525e4f4f540d0c', '7a575e5d525449030c', '484e49484e565854495f5a0902', '765e58765a494e545d5d5258525a57', '7a49565a555f54785a4b54555e', '685a6b0b0a0a']",0.21111111111111108,Democrat,"[0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.7619047619047619, 0.8333333333333334, 0.9239766081871345]",0.03888888888888886,0.5833333333333333,0.3333333333333333,1
39,0f495a5c5a4141520a7f,0,euro2020,0.5833333333333334,0.3333333333333333,"['4b5e4958535e4f5e555f5e55415a', '6b795e4952414152', '6f5241525a555a7d5e49495a495254', '57544952645d525652']",-0.25000000000000006,Moderate,"[0.5666666666666667, 0.3333333333333333, 0.3333333333333333, 1.0]",0.06041666666666662,0.39374999999999993,0.25000000000000006,0
40,0f6f58535a4f,0,euro2020,0.4953703703703704,0.5524691358024691,"['7c525a55565a49090d0a0f0e020a0c', '0f0b0864484b5a494f5a55', '685a594952555a786803', '525c5c42736f', '48585254574f5264585a5552', '7c495e5e555954420a020c0f', '7e5652576452540c0d', '585a555f5a585e524f5a5742', '7c525a555c52645257795454565e49', '5a555248645e4b5248', '5256564e555e090c0f0308080b0a', '565a5853524f5e485a4b', '775a785a4b495a0202', '484f545a595e484f5e5656525a', '7f5a4d5e7754494e434e4942', '7774697e756174687873727a6d7a75', '5c5a5558525757540a', '6b5a4f4952544f5a64726f7a64', '5a4e495e575254565a55584e4854', '765a505054435554555d5a495754', '7a555f495e5a6b5e585853525a0a', '7a575e48485a550a02090c0f0e0a0a', '695a5d5d64755a4b5457524f5a5554', '5a58525a4b4b5a49545552', '7c52555468545858520b']",0.05709876543209874,Moderate,"[0.5, 0.5, 0.4791666666666667, 0.4583333333333333, 0.4444444444444444, 0.4212962962962963, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.7345679012345679, 0.25, 0.2380952380952381, 0.2222222222222222, 0.15972222222222224, 0.8333333333333334, 0.888888888888889, 0.8916666666666666, 0.9313725490196078, 1.0, 1.0, 1.0, 1.0]",0.01768380624276622,0.5347853295597029,0.23919753086419754,3
41,41524152545552585e,0,euro2020,0.8666666666666667,1.0,"['7c525a55565a49090d0a0f0e020a0c', '5d495a4f544f54575409', '485042595a485364']",0.1333333333333333,Republican,"[0.9, 0.9313725490196078, 1.0]",0.04632352941176476,0.9536764705882352,0.1333333333333333,0
42,415241544e030e,0,euro2020,0.3333333333333333,0.3333333333333333,['7a6e55524d5e49485a575e'],0.0,Democrat,[0.4166666666666667],0.0,0.3333333333333333,0.0,0
43,41524f4f545554555852484f54,0,euro2020,0.3333333333333333,1.0,"['7654555d54494f5255540a', '5f54574e5858525a0a0d']",0.6666666666666667,Democrat,"[0.6, 1.0]",0.2666666666666666,0.7333333333333334,0.6666666666666667,1
44,415e49525a554f52485248565a,0,euro2020,0.5,0.7916666666666666,"['52685a560a0a020b', '484e49484e565854495f5a0902', '7a49565455525448527a58585e554f', '565a5c52585a7c49565e554f5e0909']",0.29166666666666663,Moderate,"[0.6666666666666666, 0.3333333333333333, 1.0, 1.0]",0.0625,0.7291666666666666,0.5,1
45,415e4d4e555f5e4948505255,0,euro2020,0.3333333333333333,0.5,['7e485e4958524f5478494e58525a55'],0.16666666666666669,Democrat,[0.3333333333333333],0.16666666666666669,0.3333333333333333,0.0,0
46,415e555c5a5754495e554154,0,euro2020,0.5,0.5,['6e56595e494f54755e4c'],0.0,Moderate,[0.9500000000000001],0.0,0.5,0.0,0
47,415f5e555c54,0,euro2020,0.3333333333333333,0.3888888888888889,"['4852495254565e495e555f5a', '774e585257575a765a48525552', '685a4f52495a4b4f4e48', '4b5a5457544956090b0a09', '415f5e555c54', '0d0e644d5249555a', '4b5455415464574e58525a5554', '6475525854646b52495464', '5e574d5264080b0b08']",0.05555555555555558,Democrat,"[0.3333333333333333, 0.3333333333333333, 0.3181818181818182, 0.3666666666666667, 0.5, 0.5, 0.5, 0.6666666666666666, 1.0]",0.0342171717171717,0.4231060606060606,0.16666666666666669,0
48,425e48525a565f51774e5248,0,euro2020,1.0,1.0,['75525054646d72'],0.0,Republican,[0.9333333333333332],0.0,1.0,0.0,0
49,425e5757544c595e4b4b5e,0,euro2020,0.7666666666666666,0.6666666666666666,"['5d495a4f544f54575409', '7a49565455525448527a58585e554f', '7c5254495c5254575a4b54494f5a']",-0.09999999999999998,Republican,"[0.9, 1.0, 1.0]",0.09999999999999998,0.7666666666666666,0.0,0
50,434b54485e525f54555e,0,euro2020,0.8722222222222222,1.0,"['7c525a55565a49090d0a0f0e020a0c', '524f5a57525a55524f4c5e5e4f', '5a484b5e4f4f5a5a484b5e4f4f5a', '5c525a554f525854', '7e49565a5555547c524e485e4b4b5e', '5a495a595a5d5e5552585e03030303', '5c495a555f5e64574e58525a5554', '7c5254495c5254575a4b54494f5a', '795a49595a495a695a4d5a57']",0.12777777777777777,Republican,"[0.882716049382716, 0.8583333333333334, 0.8518518518518517, 0.8333333333333334, 0.8333333333333334, 0.9313725490196078, 1.0, 1.0, 0.6666666666666666]",0.02858228939724039,0.9714177106027596,0.12777777777777777,0
51,434c5e48575e42484c525d5e,0,euro2020,0.3333333333333333,0.3888888888888889,"['7c525a55565a49090d0a0f0e020a0c', '4b5e4958535e4f5e555f5e55415a', '7a6e55524d5e49485a575e', '775257525a555a7a49565a4f54', '7a57595e494f54775e4f5241525a09', '4b545f5e495a5554']",0.05555555555555558,Democrat,"[0.3333333333333333, 0.3333333333333333, 0.2916666666666667, 0.4166666666666667, 0.16666666666666666, 0.9313725490196078]",0.024305555555555525,0.36458333333333337,0.08333333333333337,0
52,4359574e55544f4f5e,0,euro2020,0.3333333333333333,0.5,"['5d495a4f544f54575409', '7f54565a55527c525449555a575e', '4f5e564b544c5e59']",0.16666666666666669,Democrat,"[0.3333333333333333, 0.6666666666666666, 0.9]",0.0,0.5,0.3333333333333333,1
53,435e555455525a550a,0,euro2020,0.8181818181818182,0.875,"['5d495a4f544f54575409', '724f5a5752585a6f5e484f4e5f54', '7c5254495c5254575a4b54494f5a', '78575a4e5f525e02090908', '5c495a555f5e64574e58525a5554', '795a49595a495a695a4d5a57', '7d5e5f54495a4a4e5a4f4f49545809']",0.05681818181818177,Republican,"[0.8229166666666666, 0.8333333333333334, 0.9, 0.9545454545454545, 0.6666666666666666, 1.0, 1.0]",0.01152935606060601,0.863470643939394,0.08181818181818179,0
54,48485a59495258535a555f495a0d,0,euro2020,0.8333333333333334,0.3333333333333333,['0a765a4941525a09'],-0.5,Republican,[1.0],0.5,0.8333333333333334,0.0,0
55,484a4e52576408,0,euro2020,0.34848484848484845,0.1851851851851852,"['765a49525a55547f5e785a4957540a', '5f54584f54495c5248030f', '5554554854554b5a5c540a', '565a4e495459525a5552', '6d524d525a555a7f5e485254']",-0.16329966329966325,Democrat,"[0.34920634920634924, 0.3333333333333333, 0.3333333333333333, 0.3076923076923077, 0.6333333333333333]",0.1372666685166685,0.3224518537018537,0.040792540792540743,0
56,484a4e544b5e57575e5f52574e555a,0,euro2020,0.3333333333333333,0.6666666666666666,"['6f5e555f5e55415a6b5e4958535e', '6b795e4952414152', '6d524d525a555a7f5e485254']",0.3333333333333333,Democrat,"[0.3333333333333333, 0.34920634920634924, 0.6581196581196581]",0.16697191697191693,0.4996947496947497,0.3247863247863248,0
57,484b5249524f54565a58585352555a,0,euro2020,0.6666666666666666,0.5,"['61615257525a5552', '484b5249524f54565a58585352555a']",-0.16666666666666663,Republican,"[0.6666666666666666, 0.4444444444444444]",0.05555555555555558,0.5555555555555556,0.2222222222222222,0
58,484b52555a48484e554f5a,0,euro2020,0.9666666666666667,0.7777777777777778,"['7c525a55565a49090d0a0f0e020a0c', '685d550a020c0f', '5f54574e5858525a0a0d', '765a4941525a6476', '625264795e555e4d54575e55585e', '6f54494f544952587a4e495e575254']",-0.18888888888888888,Republican,"[0.9682539682539683, 1.0, 1.0, 1.0, 0.9313725490196078, 0.9259259259259259]",0.1670114573607221,0.9447892351384999,0.040740740740740744,0
59,484b54494f5d5a585e090b0a0d,0,euro2020,0.3333333333333333,0.3333333333333333,"['717d685e595a484f525a550a0f0d', '525f5e5008080802', '484b5e495a55415a644d524d5a', '777a48485e494f54495e']",0.0,Democrat,"[0.36074074074074075, 0.40972222222222227, 0.7777777777777778, 0.9047619047619048]",0.0,0.3333333333333333,0.0,0
60,484b5a4c550e56,0,euro2020,1.0,0.3333333333333333,"['7a6e55524d5e49485a575e', '684f5e5d5a55525a765a5d5d']",-0.6666666666666667,Republican,"[0.5, 0.4166666666666667]",0.25000000000000006,0.5833333333333334,0.5833333333333333,2
61,484b5e495a55415a644d524d5a,0,euro2020,0.9047619047619048,0.3333333333333333,"['7c525a55565a49090d0a0f0e020a0c', '5d495a4f544f54575409', '4b5e4958535e4f5e555f5e55415a', '5a484b5e4f4f5a5a484b5e4f4f5a', '5f54574e5858525a0a0d', '484b54494f5d5a585e090b0a0d']",-0.5714285714285714,Republican,"[0.9, 0.9313725490196078, 0.8333333333333334, 1.0, 0.3333333333333333, 0.3333333333333333]",0.1510547969187675,0.4843881302521008,0.5714285714285714,2
